cal_yr_mo_nbr,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,SB1,SB2,SB3,SB4,SB5,SB6,SB7,SB8,SB9,SB10
201401,swa,nti,bsh,bkx,hgh,ibh,bly,idb,bsf,abn,0,0,1,0,1,1,0,0,1,1
201402,bsh,abn,bkx,hgh,idb,nti,ibh,bsf,bly,swa,1,1,0,1,0,0,1,1,0,0
201403,nti,bkx,ibh,abn,bsf,bsh,hgh,idb,bly,swa,0,0,1,1,1,1,1,0,0,0
201404,bsf,abn,bsh,idb,ibh,swa,bly,bkx,hgh,nti,1,1,1,0,1,0,0,0,1,0
201405,hgh,est,bly,gpx,sta,blr,bsh,bdl,bla,bll,1,1,0,0,1,1,1,0,0,1
201406,bsh,bkx,hgh,ibh,idb,nti,abn,bsf,bly,swa,1,0,1,1,0,0,1,1,0,0
201407,idb,bsf,bly,bsh,swa,bkx,abn,hgh,ibh,nti,0,1,0,1,0,0,1,1,1,0
201408,blr,bsf,blp,idb,bhl,abn,bdl,sta,swa,bla,1,1,0,0,1,1,0,1,0,0
201409,swa,abn,blr,bhl,gpx,bla,sta,hgh,mgl,kcm,0,1,1,1,0,0,1,1,1,0
201410,bsh,abn,bkx,nti,idb,swa,bsf,ibh,hgh,bly,1,1,0,0,0,0,1,1,1,0
201411,bly,swa,bhl,blp,bsf,chl,bla,est,mgl,sta,0,0,1,0,1,0,0,1,1,1
201412,swa,bhl,bsh,kcm,sam,sta,bws,ibh,chl,abn,0,1,1,0,0,1,0,1,0,1
201501,ibh,bws,blp,sta,bdl,bll,rck,kcm,bkx,blr,1,0,0,1,0,1,1,0,0,1
201502,nti,ntd,bhl,bdl,hgh,bkx,bsh,idb,blr,bsf,0,1,1,0,1,0,1,0,1,1
201503,bdl,abn,ntd,bkx,mgl,bll,gpx,mul,blr,bws,0,1,1,0,1,1,0,0,1,0
201504,bsh,bly,ibh,bsf,hgh,bkx,idb,swa,nti,abn,1,0,1,1,1,0,0,0,0,1
201505,bly,abn,swa,bsh,bsf,nti,bkx,ibh,hgh,idb,0,1,0,1,1,0,0,1,1,0
201506,bkx,bsf,bly,bsh,nti,swa,hgh,idb,abn,ibh,0,1,0,1,0,0,1,0,1,1
201507,bws,mgl,chl,sam,mul,hgh,sta,swa,abn,blp,0,1,0,0,0,1,1,0,1,0
201508,bly,bsf,bkx,hgh,abn,swa,bsh,idb,nti,ibh,0,1,0,1,1,0,1,0,0,1
201509,ibh,hgh,bsh,bsf,idb,bkx,abn,swa,bly,nti,1,1,1,1,0,0,1,0,0,0
201510,swa,nti,ibh,bkx,hgh,bsf,bsh,idb,abn,bly,0,0,1,0,1,1,1,0,1,0
201511,hgh,rck,blr,sta,swa,est,mgl,sam,bws,bly,1,1,1,1,0,1,1,0,0,0
201512,bsh,bkx,ibh,idb,swa,abn,nti,hgh,bsf,bly,1,0,1,0,0,1,0,1,1,0
201601,abn,bkx,bly,bsh,hgh,nti,idb,ibh,bsf,swa,1,0,0,1,1,0,0,1,1,0
201602,gpx,mgl,bll,bhl,kcm,mul,blr,idb,sta,bla,0,1,1,1,0,0,1,0,1,0
201603,sam,kcm,swa,bws,bsh,ibh,chl,bhl,abn,sta,0,0,0,0,1,1,0,1,1,1
201604,nti,bsf,hgh,ibh,bly,bsh,swa,idb,bkx,abn,0,1,1,1,0,1,0,0,0,1
201605,sta,blr,swa,bsf,abn,bhl,bdl,bla,blp,idb,1,1,0,1,1,1,0,0,0,0
201606,ibh,bsf,bly,idb,bkx,nti,bsh,abn,swa,hgh,1,1,0,0,0,0,1,1,0,1
201607,bkx,kcm,bla,abn,sam,bly,idb,mgl,blr,bud,0,0,0,1,0,0,0,1,1,1
201608,abn,ibh,bly,bkx,bsh,swa,nti,idb,bsf,hgh,1,1,0,0,1,0,0,0,1,1
201609,ntd,hgh,mul,bhl,nti,bla,bsf,swa,rck,bkx,1,1,0,1,0,0,1,0,1,0
201610,bdl,ntd,sta,gpx,kcm,bla,abn,bhl,sam,ibh,0,1,1,0,0,0,1,1,0,1
201611,bkx,idb,bhl,swa,bud,gpx,hgh,ntd,mgl,bly,0,0,1,0,1,0,1,1,1,0
201612,nti,hgh,idb,bsh,abn,bsf,swa,ibh,bly,bkx,0,1,0,1,1,1,0,1,0,0
201701,bsf,bkx,ibh,idb,hgh,bsh,nti,swa,bly,abn,1,0,1,0,1,1,0,0,0,1
201702,blr,bla,hgh,ntd,bly,bsh,rck,bhl,nti,bws,1,0,1,1,0,1,1,1,0,0
