cal_yr_mo_nbr,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,SB1,SB2,SB3,SB4,SB5,SB6,SB7,SB8,SB9,SB10
201401,rck,nti,hgh,bll,idb,kcm,blp,mul,bly,bla,1,1,1,0,1,0,0,0,0,0
201402,gpx,bll,blp,ntd,rck,sam,nti,chl,bud,sta,1,0,0,1,1,0,1,1,1,0
201403,ntd,bll,idb,abn,bly,bud,chl,mul,blr,rck,1,0,1,1,0,1,1,0,0,1
201404,blr,abn,chl,sam,mul,swa,bkx,bdl,gpx,sta,0,1,1,0,0,0,1,0,1,0
201405,nti,kcm,hgh,mul,rck,bly,idb,bla,bll,blp,1,0,1,0,1,0,1,0,0,0
201406,hgh,bll,idb,kcm,mul,nti,bla,bly,blp,rck,1,0,1,0,0,1,0,0,0,1
201407,mul,bly,blp,hgh,rck,bll,bla,idb,kcm,nti,0,0,0,1,1,0,0,1,0,1
201408,kcm,mgl,idb,sam,chl,bhl,bsh,sta,swa,gpx,0,1,1,0,1,1,0,0,0,1
201409,rck,bla,bly,bll,hgh,blp,nti,idb,mul,kcm,1,0,0,0,1,0,1,1,0,0
201410,hgh,bla,bll,nti,mul,rck,bly,kcm,idb,blp,1,0,0,1,0,1,0,0,1,0
201411,bly,rck,bla,blp,hgh,idb,bll,kcm,mul,nti,0,1,0,0,1,1,0,0,0,1
201412,rck,bll,blp,kcm,mul,nti,bly,idb,hgh,bla,1,0,0,0,0,1,0,1,1,0
201501,kcm,idb,bly,rck,bla,blp,nti,mul,bll,hgh,0,1,0,1,0,0,1,0,0,1
201502,sta,sam,bhl,abn,gpx,bll,chl,rck,blr,bsh,0,0,1,1,1,0,1,1,0,0
201503,bll,bla,rck,blp,mul,bly,kcm,nti,hgh,idb,0,0,1,0,0,0,0,1,1,1
201504,idb,blp,mul,chl,mgl,bkx,nti,sta,sam,abn,1,0,0,1,1,1,1,0,0,1
201505,blp,bla,rck,hgh,bly,nti,bll,kcm,idb,mul,0,0,1,1,0,1,0,0,1,0
201506,bll,bly,blp,hgh,nti,rck,idb,mul,bla,kcm,0,0,0,1,1,1,1,0,0,0
201507,blp,mgl,chl,nti,mul,idb,sam,sta,abn,bkx,0,1,1,1,0,1,0,0,1,1
201508,bly,bsf,blp,chl,abn,rck,bud,idb,mgl,est,0,0,0,1,1,1,1,1,1,1
201509,kcm,idb,hgh,bly,mul,bll,bla,rck,blp,nti,0,1,1,0,0,0,0,1,0,1
201510,nti,hgh,bws,bla,bud,bly,bsh,est,abn,blr,1,1,1,0,1,0,0,1,1,0
201511,ibh,mul,bdl,sam,sta,hgh,kcm,ntd,bkx,bhl,0,0,0,0,0,1,0,1,1,1
201512,bsh,bhl,bws,est,nti,bdl,gpx,bud,bsf,blr,0,1,1,1,1,0,1,1,0,0
201601,bdl,bkx,bll,bws,gpx,sam,ntd,mgl,bly,sta,0,1,0,1,1,0,1,1,0,0
201602,bws,nti,blp,abn,mgl,sta,bly,ibh,swa,bkx,1,1,0,1,1,0,0,0,0,1
201603,mul,kcm,rck,bly,blp,idb,hgh,bll,bla,nti,0,0,1,0,0,1,1,0,0,1
201604,sta,bly,est,kcm,blr,bud,swa,nti,bla,abn,0,0,1,0,0,1,0,1,0,1
201605,nti,idb,rck,kcm,bla,blp,bll,bly,hgh,mul,1,1,1,0,0,0,0,0,1,0
201606,mul,est,bhl,nti,bdl,sam,gpx,abn,sta,hgh,0,1,1,1,0,0,1,1,0,1
201607,blp,idb,bly,abn,rck,bud,est,mgl,bsf,chl,0,1,0,1,1,1,1,1,0,1
201608,abn,gpx,bll,bhl,bsh,sta,sam,rck,blr,chl,1,1,0,1,0,0,0,1,0,1
201609,kcm,hgh,idb,bla,mul,blp,bly,rck,nti,bll,0,1,1,0,0,0,0,1,1,0
201610,bsh,sam,swa,idb,mgl,gpx,bhl,chl,sta,kcm,0,0,0,1,1,1,1,1,0,0
201611,bll,kcm,bla,rck,bly,hgh,idb,nti,mul,blp,0,0,0,1,0,1,1,1,0,0
201612,nti,idb,mul,hgh,bla,bly,rck,kcm,blp,bll,1,1,0,1,0,0,1,0,0,0
201701,bll,bhl,est,hgh,bsf,blr,kcm,swa,bla,bdl,0,1,1,1,0,0,0,0,0,0
201702,blp,bll,kcm,mul,bly,hgh,rck,bla,nti,idb,0,0,0,0,0,1,1,0,1,1
201703,bud,blr,bhl,bsf,bkx,mul,rck,abn,blp,sta,1,0,1,0,1,0,1,1,0,0
201704,rck,blp,idb,kcm,bly,bla,bll,mul,hgh,nti,1,0,1,0,0,0,0,0,1,1
201705,rck,abn,bud,blr,bly,mul,ntd,bll,idb,chl,1,1,1,0,0,0,1,0,1,1
201706,nti,rck,bll,mul,blp,bly,hgh,kcm,idb,bla,1,1,0,0,0,0,1,0,1,0
201707,bud,bla,abn,chl,bws,bdl,hgh,bsh,mul,swa,1,0,1,1,1,0,1,0,0,0
201708,bws,est,gpx,bla,rck,bsh,bud,kcm,ntd,ibh,1,1,1,0,1,0,1,0,1,0
201709,bla,bly,idb,nti,blp,mul,rck,hgh,bll,kcm,0,0,1,1,0,0,1,1,0,0
201710,bkx,bhl,mgl,abn,blp,kcm,chl,ibh,idb,bll,1,1,1,1,0,0,1,0,1,0
201711,bws,bdl,nti,gpx,bsh,bsf,est,bud,bhl,blr,1,0,1,1,0,0,1,1,1,0
201712,bla,kcm,swa,nti,sta,blr,est,bly,bud,abn,0,0,0,1,0,0,1,0,1,1
201801,bly,bll,rck,hgh,nti,idb,bla,kcm,blp,mul,0,0,1,1,1,1,0,0,0,0
201802,bkx,rck,sta,mgl,abn,bly,bud,kcm,gpx,bdl,1,1,0,1,1,0,1,0,1,0
201803,est,hgh,bsf,mgl,bly,ibh,bhl,ntd,bll,bla,1,1,0,1,0,0,1,1,0,0
201804,sta,mgl,rck,bud,kcm,bly,gpx,abn,bdl,bkx,0,1,1,1,0,0,1,1,0,1
201805,abn,bdl,bla,sam,rck,mul,swa,bsh,bws,blp,1,0,0,0,1,0,0,0,1,0
201806,hgh,mul,blp,bll,kcm,bly,rck,nti,idb,bla,1,0,0,0,0,0,1,1,1,0
201807,nti,gpx,bhl,est,bws,bsh,bud,bsf,blr,bdl,1,1,1,1,1,0,1,0,0,0
201808,ibh,ntd,sam,bdl,bhl,bkx,hgh,kcm,mul,sta,0,1,0,0,1,1,1,0,0,0
201809,chl,bud,rck,gpx,sam,blp,ntd,sta,nti,bll,1,1,1,1,0,0,1,0,1,0
201810,bll,kcm,bly,idb,mul,rck,hgh,nti,blp,bla,0,0,0,1,0,1,1,1,0,0
201811,bhl,bud,abn,bkx,kcm,rck,blr,chl,ibh,sam,1,1,1,1,0,1,0,1,0,0
201812,bud,bly,gpx,blr,ibh,sam,bll,ntd,rck,swa,1,0,1,0,0,0,0,1,1,0
201901,bws,abn,ntd,est,bkx,mgl,bhl,gpx,chl,bud,1,1,0,1,1,0,1,1,1,1
201902,bws,abn,est,bkx,ntd,bhl,gpx,chl,mgl,bud,0,1,1,1,0,1,1,1,0,0
201903,est,bud,bkx,bws,bhl,gpx,chl,abn,ntd,mgl,0,1,1,1,1,0,1,1,0,1
201904,bkx,hgh,bws,bhl,chl,est,abn,gpx,mgl,bud,0,1,1,1,1,1,1,1,0,0
201905,bws,bud,bhl,chl,est,bkx,abn,gpx,hgh,idb,1,1,1,0,0,1,1,1,0,1
201906,bws,nti,bhl,bkx,abn,gpx,chl,est,idb,ntd,0,0,1,1,0,1,1,1,1,1
201907,bhl,ntd,bkx,bws,gpx,chl,est,abn,idb,bud,1,1,1,0,1,1,1,1,1,1
201908,bhl,bws,bkx,chl,gpx,est,abn,idb,bud,ntd,0,0,1,1,1,1,1,1,1,1
201909,bkx,bud,bhl,chl,gpx,est,abn,idb,ntd,mgl,0,0,1,1,1,1,0,1,1,0
201910,bhl,abn,chl,gpx,est,bkx,idb,rck,hgh,ntd,1,1,1,1,1,1,1,1,0,1
201911,bhl,abn,chl,gpx,est,bkx,idb,rck,ntd,nti,1,1,1,1,1,1,1,1,1,0
201912,bhl,hgh,chl,gpx,est,bkx,idb,rck,ntd,abn,1,1,1,0,1,1,1,0,1,1
202001,bhl,hgh,chl,est,bkx,gpx,idb,ntd,abn,rck,1,1,1,1,0,1,0,1,0,1
202002,bhl,hgh,chl,est,gpx,ntd,bkx,idb,rck,bud,1,1,1,1,1,0,1,0,0,0
202003,bhl,abn,chl,est,gpx,bkx,hgh,nti,bws,mgl,0,1,1,1,1,1,1,0,1,1
202004,chl,abn,est,bhl,gpx,bkx,hgh,bws,mgl,idb,1,1,1,1,0,0,1,0,1,0
202005,chl,nti,est,bhl,hgh,gpx,mgl,rck,abn,ntd,1,1,0,1,0,0,1,1,1,1
