cal_yr_mo_nbr,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,SB1,SB2,SB3,SB4,SB5,SB6,SB7,SB8,SB9,SB10
201401,mul,mgl,bsf,bkx,chl,gpx,bla,kcm,blr,bhl,0,0,1,1,0,0,1,0,1,1
201402,bsf,bhl,bkx,chl,kcm,mgl,gpx,blr,bla,mul,1,1,1,0,0,0,0,1,1,0
201403,ntd,bdl,idb,abn,blr,gpx,ibh,mul,bll,sam,0,1,1,0,1,0,1,0,1,0
201404,bsf,bdl,bud,est,chl,mgl,bla,bhl,bws,kcm,1,1,1,0,0,0,1,1,1,0
201405,mgl,gpx,bsf,kcm,mul,blr,chl,bhl,bkx,bla,0,0,1,0,0,1,0,1,1,1
201406,bws,blr,ibh,kcm,mul,nti,blp,bsh,bsf,sta,1,1,1,0,0,0,1,1,1,0
201407,kcm,blr,bla,bsf,mul,bkx,bhl,chl,gpx,mgl,0,1,1,1,0,1,1,0,0,0
201408,gpx,idb,bsh,mgl,blp,bkx,bll,sam,swa,bly,0,1,1,0,1,1,1,0,0,1
201409,mul,bhl,blr,bkx,bsf,bla,mgl,chl,kcm,gpx,0,1,1,1,1,1,0,0,0,0
201410,gpx,bdl,bll,nti,ntd,swa,bly,mul,kcm,blr,0,1,1,0,0,0,1,0,0,1
201411,blr,mul,bhl,bla,bsf,chl,bkx,gpx,kcm,mgl,1,0,1,1,1,0,1,0,0,0
201412,mul,bkx,bla,gpx,kcm,mgl,blr,chl,bsf,bhl,0,1,1,0,0,0,1,0,1,1
201501,mul,bws,bsf,swa,bkx,bly,sam,rck,bll,bud,0,1,1,0,1,1,0,0,1,1
201502,mul,mgl,bkx,bhl,gpx,bla,chl,kcm,blr,bsf,0,0,1,1,0,1,0,0,1,1
201503,bkx,bhl,mul,bla,kcm,blr,gpx,mgl,bsf,chl,1,1,0,1,0,1,0,0,1,0
201504,bsf,bla,gpx,blr,chl,bkx,kcm,mul,mgl,bhl,1,1,0,1,0,1,0,0,0,1
201505,blp,bhl,sam,bly,blr,nti,bkx,bws,bud,ibh,1,1,0,1,1,0,1,1,1,1
201506,bkx,blr,bla,bsf,mgl,mul,chl,kcm,bhl,gpx,1,1,1,1,0,0,0,0,1,0
201507,bla,chl,blr,kcm,gpx,bsf,mgl,mul,bhl,bkx,1,0,1,0,0,1,0,0,1,1
201508,bws,chl,bsh,gpx,bhl,swa,est,sam,sta,idb,1,0,1,0,1,0,0,0,0,1
201509,ibh,gpx,est,bsh,kcm,bll,abn,sta,bly,ntd,1,0,0,1,0,1,0,0,1,0
201510,mul,mgl,gpx,bkx,chl,blr,bsf,kcm,bhl,bla,0,0,0,1,0,1,1,0,1,1
201511,hgh,kcm,blp,sam,sta,gpx,idb,rck,bud,bly,0,0,1,0,0,0,1,0,1,1
201512,gpx,bll,mul,ntd,swa,bdl,nti,kcm,bly,blr,0,1,0,0,0,1,0,0,1,1
201601,abn,bdl,bkx,bsh,chl,rck,mul,ibh,blp,swa,0,1,1,1,0,0,0,1,1,0
201602,bsf,kcm,bla,bhl,gpx,mgl,blr,chl,mul,bkx,1,0,1,1,0,0,1,0,0,1
201603,kcm,gpx,mul,blr,bla,chl,bsf,bkx,bhl,mgl,0,0,0,1,1,0,1,1,1,0
201604,mgl,blr,chl,gpx,bla,bsf,mul,kcm,bkx,bhl,0,1,0,0,1,1,0,0,1,1
201605,mgl,chl,mul,gpx,bhl,bla,bkx,blr,bsf,kcm,0,0,0,0,1,1,1,1,1,0
201606,mgl,bud,blr,mul,bkx,nti,gpx,abn,sta,hgh,0,1,1,0,1,0,0,0,0,0
201607,bkx,kcm,bla,bhl,mul,bsf,gpx,mgl,blr,chl,1,0,1,1,0,1,0,0,1,0
201608,bdl,hgh,bkx,bhl,bws,swa,sta,ibh,bsh,chl,1,0,1,1,1,0,0,1,1,0
201609,ibh,est,gpx,abn,kcm,bly,bsh,sta,ntd,bll,1,0,0,0,0,1,1,0,0,1
201610,bkx,kcm,mul,bsf,gpx,blr,bhl,bla,mgl,chl,1,0,0,1,0,1,1,1,0,0
201611,blr,kcm,abn,sta,bud,chl,ibh,nti,ntd,bsf,1,0,0,0,1,0,1,0,0,1
201612,nti,mgl,ntd,kcm,abn,ibh,sam,mul,chl,bws,0,0,0,0,0,1,0,0,0,1
201701,blr,bkx,gpx,kcm,chl,bsf,mgl,mul,bla,bhl,1,1,0,0,0,1,0,0,1,1
201702,bla,bkx,gpx,kcm,blr,bsf,mul,bhl,mgl,chl,1,1,0,0,1,1,0,1,0,0
201703,gpx,bsf,bkx,chl,bla,kcm,mgl,bhl,blr,mul,0,1,1,0,1,0,0,1,1,0
201704,nti,bla,est,gpx,bll,abn,bkx,hgh,chl,mul,0,1,0,0,1,0,1,0,0,0
201705,swa,abn,blr,bll,blp,gpx,mgl,bkx,bud,bly,0,0,1,1,1,0,0,1,1,1
201706,mgl,mul,bkx,kcm,bla,blr,bsf,gpx,chl,bhl,0,0,1,0,1,1,1,0,0,1
201707,bsf,bla,bhl,gpx,chl,bkx,kcm,blr,mgl,mul,1,1,1,0,0,1,0,1,0,0
201708,bud,chl,ibh,abn,sta,blr,bsf,ntd,nti,kcm,1,0,1,0,0,1,1,0,0,0
201709,bhl,blr,chl,mgl,bla,kcm,mul,bsf,bkx,gpx,1,1,0,0,1,0,0,1,1,0
201710,bud,blr,sta,bla,chl,sam,hgh,mgl,mul,bws,1,1,0,1,0,0,0,0,0,1
201711,gpx,bhl,mul,mgl,bsf,blr,kcm,chl,bkx,bla,0,1,0,0,1,1,0,0,1,1
201712,bkx,gpx,mul,kcm,mgl,bla,chl,blr,bsf,bhl,1,0,0,0,0,1,0,1,1,1
201801,blr,bla,ntd,bsh,kcm,bud,bhl,gpx,bll,ibh,1,1,0,1,0,1,1,0,1,1
201802,bla,mgl,mul,kcm,bhl,blr,bsf,gpx,chl,bkx,1,0,0,0,1,1,1,0,0,1
201803,chl,gpx,bsf,mgl,blr,kcm,bhl,mul,bla,bkx,0,0,1,0,1,0,1,0,1,1
201804,nti,ibh,idb,chl,gpx,blr,est,bkx,bll,blp,0,1,1,0,0,1,0,1,1,1
201805,bhl,bkx,bla,mgl,kcm,gpx,mul,bsf,chl,blr,1,1,1,0,0,0,0,1,0,1
201806,bsf,kcm,bla,bkx,gpx,blr,mul,mgl,chl,bhl,1,0,1,1,0,1,0,0,0,1
201807,swa,ntd,bll,mgl,kcm,gpx,hgh,blr,blp,bdl,0,0,1,0,0,0,0,1,1,1
201808,bsf,kcm,mgl,bhl,bkx,bla,blr,chl,gpx,mul,1,0,0,1,1,1,1,0,0,0
201809,blr,bla,kcm,bsf,mgl,bkx,chl,mul,gpx,bhl,1,1,0,1,0,1,0,0,0,1
201810,blp,est,bsh,chl,hgh,sta,bws,nti,bly,bla,1,0,1,0,0,0,1,0,1,1
201811,bkx,bsf,bhl,bla,kcm,mgl,blr,chl,gpx,mul,1,1,1,1,0,0,1,0,0,0
201812,blr,bll,gpx,bdl,ibh,ntd,abn,idb,mul,sam,1,1,0,1,1,0,0,1,0,0
201901,idb,bsf,bdl,bws,blp,bsh,bud,bly,ibh,bll,1,1,1,1,1,1,1,1,1,0
201902,idb,bhl,bdl,blp,bws,bsh,bud,bly,ibh,bll,1,1,1,1,0,1,1,1,1,1
201903,idb,bla,bdl,bsh,blp,bud,bly,ibh,bws,bll,1,1,1,1,1,1,1,0,1,1
201904,idb,bsf,bdl,blp,bsh,bud,bly,bws,ibh,bll,1,1,1,0,1,0,1,1,1,1
201905,idb,bhl,bdl,bsh,bly,blp,bws,bud,ibh,bll,0,0,1,1,0,1,1,1,0,1
201906,bdl,bla,bsh,idb,bws,blp,bud,bly,bll,ibh,1,1,1,1,1,1,1,1,1,1
201907,bdl,bsf,bsh,idb,bws,blp,bud,bly,bll,ibh,1,0,1,1,1,1,1,1,1,1
201908,bdl,bla,bsh,idb,blp,bws,bly,bud,bll,ibh,1,1,1,1,1,1,0,1,1,1
201909,bdl,bla,bsh,idb,blp,bws,bud,bll,bly,ibh,1,1,1,1,1,1,1,1,1,1
201910,bdl,bkx,bsh,idb,blp,bws,bud,bll,bly,ibh,1,1,1,1,1,1,0,1,1,1
201911,bdl,bla,bsh,idb,blp,bws,bll,bly,bud,ibh,1,1,1,1,0,1,1,1,1,1
201912,bdl,bkx,bsh,idb,bws,bll,blp,bly,bud,ibh,1,1,1,1,1,1,1,1,1,1
202001,bdl,bla,bsh,idb,bws,bll,blp,bly,bud,ibh,1,1,1,1,1,1,1,1,1,0
202002,bdl,bla,bsh,idb,bws,bll,blp,bly,bud,bkx,1,1,1,1,1,1,1,1,1,1
202003,bdl,bla,bsh,idb,bws,bll,blp,bly,bud,bkx,1,1,1,1,1,1,1,1,0,1
202004,bdl,bhl,bsh,idb,bws,bll,blp,bly,bkx,bla,1,1,1,1,1,1,1,0,1,1
202005,bdl,bsf,bsh,idb,bws,bll,blp,bkx,bla,blr,1,1,1,1,1,1,1,0,1,1
202006,bdl,bud,bsh,idb,bws,bll,blp,bhl,bla,blr,1,1,1,1,1,1,1,1,1,1
202007,bdl,bhl,bsh,idb,bws,bll,blp,bla,blr,bsf,0,0,1,0,1,0,0,1,1,1
202008,bsh,blr,bdl,bws,idb,bll,ibh,bud,bly,bla,1,1,1,1,1,1,1,1,1,1
202009,bsh,blr,bdl,bws,idb,bll,bsf,bly,bud,ibh,0,1,1,1,1,1,1,1,1,1
202010,bdl,bly,bws,bsh,idb,bll,bla,bsf,bud,ibh,1,1,0,1,1,1,1,1,1,1
202011,bdl,bud,bsh,idb,bws,bll,blp,bla,blr,bsf,1,1,1,1,1,1,1,1,1,1
202012,bdl,blr,bsh,idb,bws,bll,ibh,blp,bly,bla,1,1,1,1,1,1,1,0,1,1
202101,bdl,blr,bsh,idb,bws,bll,bsf,bly,bud,ibh,1,0,1,1,1,1,1,1,1,1
202102,bdl,bly,bsh,idb,bws,bll,bla,bsf,bud,ibh,1,1,1,1,1,1,1,1,1,1
202103,bdl,ibh,bsh,idb,bws,bll,bla,bsf,bkx,bud,1,1,1,1,1,1,1,1,1,1
202104,bdl,bud,bsh,idb,bws,bll,bly,bla,bsf,bkx,1,0,1,1,1,1,1,1,1,1
202105,bdl,bkx,bsh,idb,bws,bll,bla,ibh,bly,bsf,1,1,0,1,1,1,1,1,1,1
202106,bdl,bkx,idb,bws,bsh,bll,bla,ibh,bly,bsf,1,1,1,1,1,1,1,1,1,1
202107,bdl,bsf,idb,bws,bsh,bll,bhl,bla,ibh,bly,1,1,1,1,1,1,1,1,1,0
202108,bdl,bsf,idb,bws,bsh,bll,bkx,bhl,bla,ibh,1,1,0,1,1,1,1,1,1,1
202109,bdl,blr,bsh,bws,bll,bkx,bhl,bla,ibh,bsf,1,1,1,1,1,1,1,1,1,1
202110,bdl,ibh,bws,bsh,bll,bkx,bla,bhl,bsf,idb,1,1,1,1,1,1,1,1,1,1
202111,bdl,ibh,bsh,bws,bll,bkx,bla,bhl,bsf,blr,1,1,1,1,1,1,1,1,1,1
202112,bdl,blr,bsh,bws,bll,bkx,idb,bla,bhl,bsf,1,1,1,1,1,1,1,1,1,1
202201,bdl,bsf,bws,bsh,bll,bkx,bla,ibh,idb,bhl,1,1,1,1,1,1,1,1,1,1
202202,bdl,bhl,bsh,bws,bll,bkx,blr,bla,ibh,idb,1,1,1,1,1,1,1,1,0,1
202203,bdl,bhl,bsh,bws,bll,bsf,bkx,blr,bla,idb,1,1,1,1,1,1,1,1,1,1
202204,bdl,idb,bsh,bws,bll,blp,bsf,bkx,blr,bla,0,1,1,1,1,1,1,1,1,1
202205,bdl,blr,bsh,bws,bhl,bll,blp,bla,bsf,bkx,1,1,1,1,1,1,0,1,1,0
202206,bdl,bud,bsh,bws,idb,bhl,bll,bla,bsf,blr,1,1,1,1,1,1,0,1,0,1
202207,bdl,rck,bws,bsh,idb,bhl,bla,blr,bud,bly,1,0,1,1,1,1,1,1,0,1
202208,bdl,bsf,bsh,bws,idb,bhl,bla,blr,bly,bkx,1,1,1,1,1,1,1,1,1,1
202209,bdl,ibh,bsh,bws,idb,bla,bhl,blr,bly,bkx,1,1,1,1,1,1,1,1,1,1
202210,bdl,bkx,bws,bsh,bla,idb,bhl,blr,bly,bsf,1,0,1,1,0,1,1,1,1,1
202211,bdl,bsf,bws,bsh,idb,bhl,blr,bly,bll,ibh,1,1,1,1,1,1,1,0,1,1
202212,bdl,bsf,bws,bsh,bhl,idb,blr,bll,ibh,bla,1,1,1,1,1,0,1,1,1,1
202301,bdl,blp,bsh,bws,blr,bhl,bll,ibh,bla,bsf,1,1,0,1,1,1,1,1,1,1
202302,bdl,blp,bws,blr,bhl,bsh,bll,ibh,bla,bsf,1,1,1,1,1,1,1,0,0,1
202303,bdl,bud,bws,blr,bhl,bll,bsh,bsf,idb,blp,1,0,0,1,0,1,0,1,0,1
202304,bdl,bly,blr,bws,bll,bsf,bhl,blp,bkx,bla,1,1,1,1,1,1,1,1,1,1
202305,bdl,bly,blr,bws,bll,bsf,bhl,blp,bkx,bla,1,1,1,1,1,1,0,1,0,1
202306,bdl,ibh,blr,bws,bll,bsf,blp,bla,bly,bsh,1,1,0,1,0,1,1,1,1,1
202307,bdl,ibh,bws,bsf,blr,blp,bla,bly,bsh,bll,1,1,1,1,1,1,1,1,1,1
202308,bdl,ibh,bws,bsf,blr,blp,bla,bly,bsh,bll,1,1,1,1,1,1,1,1,0,1
202309,bdl,bhl,bws,bsf,blr,blp,bla,bly,bll,ibh,1,1,0,1,1,1,1,1,0,0
202310,bdl,bkx,bsf,blr,blp,bla,bly,bws,bhl,idb,1,1,1,1,1,1,1,1,1,1
202311,bdl,bkx,bsf,blr,blp,bla,bly,bws,bhl,idb,1,1,1,1,1,1,1,1,0,1
202312,bdl,bud,bsf,blr,blp,bla,bly,bws,idb,bkx,1,1,1,0,1,1,1,0,1,1
